# key\tvalue\tscore
# key: pinyin (no spaces/tones)

duihao	对好	3
duiwo	对我	3
duishi	对是	3
duide	对的	3
duibu	对不	3
duizai	对在	3
duiyou	对有	3
duihen	对很	3
duixiang	对想	3
duiyao	对要	3
duiqu	对去	3
duilai	对来	3
duihui	对会	3
duikan	对看	3
duiting	对听	3
duishuo	对说	3
duixie	对谢	3
duiqing	对请	3
duidui	对对	3
duicuo	对错	3
duizhong	对中	3
duiguo	对国	3
duiren	对人	3
duitian	对天	3
duiqi	对气	3
duijin	对今	3
duiming	对明	3
duizuo	对昨	3
duiwan	对晚	3
duizao	对早	3
duishang	对上	3
duixia	对下	3
duidian	对点	3
duinian	对年	3
duiyue	对月	3
duiri	对日	3
duisheng	对生	3
duigong	对工	3
duixue	对学	3
duixi	对习	3
duijia	对家	3
duipeng	对朋	3
duilao	对老	3
duitong	对同	3
duixiao	对小	3
